Filename,WordNum,WordID,Syllable_01,Syllable_02,Syllable_03
SEQ_06.wav,1,MO_NA_LU,MO,NA,LU
SEQ_06.wav,2,SI_LU_MO,SI,LU,MO
SEQ_06.wav,3,LU-SI-NA,LU,SI,NA
SEQ_06.wav,4,RU_PU_NI,RU,PU,NI
SEQ_06.wav,5,MO_NA_LU,MO,NA,LU
SEQ_06.wav,6,TA_FU_KO,TA,FU,KO
SEQ_06.wav,7,NA_MO_SI,NA,MO,SI
SEQ_06.wav,8,FI_TI_SU,FI,TI,SU
SEQ_06.wav,9,RI_GI_MI,RI,GI,MI
SEQ_06.wav,10,NA_MO_SI,NA,MO,SI
SEQ_06.wav,11,MO_NA_LU,MO,NA,LU
SEQ_06.wav,12,NA_MO_SI,NA,MO,SI
SEQ_06.wav,13,TA_FU_KO,TA,FU,KO
SEQ_06.wav,14,RI_GI_MI,RI,GI,MI
SEQ_06.wav,15,TA_FU_KO,TA,FU,KO
SEQ_06.wav,16,NA_MO_SI,NA,MO,SI
SEQ_06.wav,17,MO_NA_LU,MO,NA,LU
SEQ_06.wav,18,RI_GI_MI,RI,GI,MI
SEQ_06.wav,19,SI_LU_MO,SI,LU,MO
SEQ_06.wav,20,RI_GI_MI,RI,GI,MI
SEQ_06.wav,21,FI_TI_SU,FI,TI,SU
SEQ_06.wav,22,SI_LU_MO,SI,LU,MO
SEQ_06.wav,23,MO_NA_LU,MO,NA,LU
SEQ_06.wav,24,TA_FU_KO,TA,FU,KO
SEQ_06.wav,25,RI_GI_MI,RI,GI,MI
SEQ_06.wav,26,TA_FU_KO,TA,FU,KO
SEQ_06.wav,27,MO_NA_LU,MO,NA,LU
SEQ_06.wav,28,TA_FU_KO,TA,FU,KO
SEQ_06.wav,29,SI_LU_MO,SI,LU,MO
SEQ_06.wav,30,NA_MO_SI,NA,MO,SI
SEQ_06.wav,31,LU-SI-NA,LU,SI,NA
SEQ_06.wav,32,RI_GI_MI,RI,GI,MI
SEQ_06.wav,33,TA_FU_KO,TA,FU,KO
SEQ_06.wav,34,FI_TI_SU,FI,TI,SU
SEQ_06.wav,35,MO_NA_LU,MO,NA,LU
SEQ_06.wav,36,TA_FU_KO,TA,FU,KO
SEQ_06.wav,37,FI_TI_SU,FI,TI,SU
SEQ_06.wav,38,MO_NA_LU,MO,NA,LU
SEQ_06.wav,39,TA_FU_KO,TA,FU,KO
SEQ_06.wav,40,RI_GI_MI,RI,GI,MI
SEQ_06.wav,41,SI_LU_MO,SI,LU,MO
SEQ_06.wav,42,FI_TI_SU,FI,TI,SU
SEQ_06.wav,43,NA_MO_SI,NA,MO,SI
SEQ_06.wav,44,LU-SI-NA,LU,SI,NA
SEQ_06.wav,45,SI_LU_MO,SI,LU,MO
SEQ_06.wav,46,NA_MO_SI,NA,MO,SI
SEQ_06.wav,47,SI_LU_MO,SI,LU,MO
SEQ_06.wav,48,TA_FU_KO,TA,FU,KO
SEQ_06.wav,49,RU_PU_NI,RU,PU,NI
SEQ_06.wav,50,FI_TI_SU,FI,TI,SU
SEQ_06.wav,51,RU_PU_NI,RU,PU,NI
SEQ_06.wav,52,MO_NA_LU,MO,NA,LU
SEQ_06.wav,53,RI_GI_MI,RI,GI,MI
SEQ_06.wav,54,NA_MO_SI,NA,MO,SI
SEQ_06.wav,55,RI_GI_MI,RI,GI,MI
SEQ_06.wav,56,MO_NA_LU,MO,NA,LU
SEQ_06.wav,57,FI_TI_SU,FI,TI,SU
SEQ_06.wav,58,MO_NA_LU,MO,NA,LU
SEQ_06.wav,59,RU_PU_NI,RU,PU,NI
SEQ_06.wav,60,MO_NA_LU,MO,NA,LU
SEQ_06.wav,61,SI_LU_MO,SI,LU,MO
SEQ_06.wav,62,FI_TI_SU,FI,TI,SU
SEQ_06.wav,63,LU-SI-NA,LU,SI,NA
SEQ_06.wav,64,TA_FU_KO,TA,FU,KO
SEQ_06.wav,65,RI_GI_MI,RI,GI,MI
SEQ_06.wav,66,RU_PU_NI,RU,PU,NI
SEQ_06.wav,67,NA_MO_SI,NA,MO,SI
SEQ_06.wav,68,MO_NA_LU,MO,NA,LU
SEQ_06.wav,69,RU_PU_NI,RU,PU,NI
SEQ_06.wav,70,RI_GI_MI,RI,GI,MI
SEQ_06.wav,71,SI_LU_MO,SI,LU,MO
SEQ_06.wav,72,LU-SI-NA,LU,SI,NA
SEQ_06.wav,73,NA_MO_SI,NA,MO,SI
SEQ_06.wav,74,MO_NA_LU,MO,NA,LU
SEQ_06.wav,75,FI_TI_SU,FI,TI,SU
SEQ_06.wav,76,SI_LU_MO,SI,LU,MO
SEQ_06.wav,77,TA_FU_KO,TA,FU,KO
SEQ_06.wav,78,SI_LU_MO,SI,LU,MO
SEQ_06.wav,79,RI_GI_MI,RI,GI,MI
SEQ_06.wav,80,FI_TI_SU,FI,TI,SU
SEQ_06.wav,81,RU_PU_NI,RU,PU,NI
SEQ_06.wav,82,TA_FU_KO,TA,FU,KO
SEQ_06.wav,83,RU_PU_NI,RU,PU,NI
SEQ_06.wav,84,RI_GI_MI,RI,GI,MI
SEQ_06.wav,85,FI_TI_SU,FI,TI,SU
SEQ_06.wav,86,SI_LU_MO,SI,LU,MO
SEQ_06.wav,87,RI_GI_MI,RI,GI,MI
SEQ_06.wav,88,NA_MO_SI,NA,MO,SI
SEQ_06.wav,89,LU-SI-NA,LU,SI,NA
SEQ_06.wav,90,SI_LU_MO,SI,LU,MO
SEQ_06.wav,91,NA_MO_SI,NA,MO,SI
SEQ_06.wav,92,SI_LU_MO,SI,LU,MO
SEQ_06.wav,93,LU-SI-NA,LU,SI,NA
SEQ_06.wav,94,RU_PU_NI,RU,PU,NI
SEQ_06.wav,95,MO_NA_LU,MO,NA,LU
SEQ_06.wav,96,RU_PU_NI,RU,PU,NI
SEQ_06.wav,97,TA_FU_KO,TA,FU,KO
SEQ_06.wav,98,SI_LU_MO,SI,LU,MO
SEQ_06.wav,99,LU-SI-NA,LU,SI,NA
SEQ_06.wav,100,NA_MO_SI,NA,MO,SI
SEQ_06.wav,101,MO_NA_LU,MO,NA,LU
SEQ_06.wav,102,FI_TI_SU,FI,TI,SU
SEQ_06.wav,103,LU-SI-NA,LU,SI,NA
SEQ_06.wav,104,RI_GI_MI,RI,GI,MI
SEQ_06.wav,105,RU_PU_NI,RU,PU,NI
SEQ_06.wav,106,MO_NA_LU,MO,NA,LU
SEQ_06.wav,107,TA_FU_KO,TA,FU,KO
SEQ_06.wav,108,FI_TI_SU,FI,TI,SU
SEQ_06.wav,109,RI_GI_MI,RI,GI,MI
SEQ_06.wav,110,LU-SI-NA,LU,SI,NA
SEQ_06.wav,111,RU_PU_NI,RU,PU,NI
SEQ_06.wav,112,SI_LU_MO,SI,LU,MO
SEQ_06.wav,113,MO_NA_LU,MO,NA,LU
SEQ_06.wav,114,LU-SI-NA,LU,SI,NA
SEQ_06.wav,115,FI_TI_SU,FI,TI,SU
SEQ_06.wav,116,MO_NA_LU,MO,NA,LU
SEQ_06.wav,117,TA_FU_KO,TA,FU,KO
SEQ_06.wav,118,LU-SI-NA,LU,SI,NA
SEQ_06.wav,119,SI_LU_MO,SI,LU,MO
SEQ_06.wav,120,TA_FU_KO,TA,FU,KO
SEQ_06.wav,121,MO_NA_LU,MO,NA,LU
SEQ_06.wav,122,NA_MO_SI,NA,MO,SI
SEQ_06.wav,123,RU_PU_NI,RU,PU,NI
SEQ_06.wav,124,TA_FU_KO,TA,FU,KO
SEQ_06.wav,125,NA_MO_SI,NA,MO,SI
SEQ_06.wav,126,FI_TI_SU,FI,TI,SU
SEQ_06.wav,127,RI_GI_MI,RI,GI,MI
SEQ_06.wav,128,NA_MO_SI,NA,MO,SI
SEQ_06.wav,129,FI_TI_SU,FI,TI,SU
SEQ_06.wav,130,SI_LU_MO,SI,LU,MO
SEQ_06.wav,131,NA_MO_SI,NA,MO,SI
SEQ_06.wav,132,LU-SI-NA,LU,SI,NA
SEQ_06.wav,133,TA_FU_KO,TA,FU,KO
SEQ_06.wav,134,RU_PU_NI,RU,PU,NI
SEQ_06.wav,135,FI_TI_SU,FI,TI,SU
SEQ_06.wav,136,NA_MO_SI,NA,MO,SI
SEQ_06.wav,137,RU_PU_NI,RU,PU,NI
SEQ_06.wav,138,SI_LU_MO,SI,LU,MO
SEQ_06.wav,139,RU_PU_NI,RU,PU,NI
SEQ_06.wav,140,TA_FU_KO,TA,FU,KO
SEQ_06.wav,141,SI_LU_MO,SI,LU,MO
SEQ_06.wav,142,FI_TI_SU,FI,TI,SU
SEQ_06.wav,143,NA_MO_SI,NA,MO,SI
SEQ_06.wav,144,LU-SI-NA,LU,SI,NA
SEQ_06.wav,145,FI_TI_SU,FI,TI,SU
SEQ_06.wav,146,MO_NA_LU,MO,NA,LU
SEQ_06.wav,147,RI_GI_MI,RI,GI,MI
SEQ_06.wav,148,RU_PU_NI,RU,PU,NI
SEQ_06.wav,149,LU-SI-NA,LU,SI,NA
SEQ_06.wav,150,TA_FU_KO,TA,FU,KO
SEQ_06.wav,151,LU-SI-NA,LU,SI,NA
SEQ_06.wav,152,RU_PU_NI,RU,PU,NI
SEQ_06.wav,153,FI_TI_SU,FI,TI,SU
SEQ_06.wav,154,RU_PU_NI,RU,PU,NI
SEQ_06.wav,155,FI_TI_SU,FI,TI,SU
SEQ_06.wav,156,RU_PU_NI,RU,PU,NI
SEQ_06.wav,157,SI_LU_MO,SI,LU,MO
SEQ_06.wav,158,LU-SI-NA,LU,SI,NA
SEQ_06.wav,159,FI_TI_SU,FI,TI,SU
SEQ_06.wav,160,LU-SI-NA,LU,SI,NA
SEQ_06.wav,161,FI_TI_SU,FI,TI,SU
SEQ_06.wav,162,NA_MO_SI,NA,MO,SI
SEQ_06.wav,163,LU-SI-NA,LU,SI,NA
SEQ_06.wav,164,NA_MO_SI,NA,MO,SI
SEQ_06.wav,165,RI_GI_MI,RI,GI,MI
SEQ_06.wav,166,TA_FU_KO,TA,FU,KO
SEQ_06.wav,167,LU-SI-NA,LU,SI,NA
SEQ_06.wav,168,RI_GI_MI,RI,GI,MI
SEQ_06.wav,169,FI_TI_SU,FI,TI,SU
SEQ_06.wav,170,RI_GI_MI,RI,GI,MI
SEQ_06.wav,171,NA_MO_SI,NA,MO,SI
SEQ_06.wav,172,RI_GI_MI,RI,GI,MI
SEQ_06.wav,173,NA_MO_SI,NA,MO,SI
SEQ_06.wav,174,LU-SI-NA,LU,SI,NA
SEQ_06.wav,175,TA_FU_KO,TA,FU,KO
SEQ_06.wav,176,NA_MO_SI,NA,MO,SI
SEQ_06.wav,177,RI_GI_MI,RI,GI,MI
SEQ_06.wav,178,TA_FU_KO,TA,FU,KO
SEQ_06.wav,179,LU-SI-NA,LU,SI,NA
SEQ_06.wav,180,SI_LU_MO,SI,LU,MO
SEQ_06.wav,181,LU-SI-NA,LU,SI,NA
SEQ_06.wav,182,RU_PU_NI,RU,PU,NI
SEQ_06.wav,183,MO_NA_LU,MO,NA,LU
SEQ_06.wav,184,RU_PU_NI,RU,PU,NI
SEQ_06.wav,185,MO_NA_LU,MO,NA,LU
SEQ_06.wav,186,RU_PU_NI,RU,PU,NI
SEQ_06.wav,187,MO_NA_LU,MO,NA,LU
SEQ_06.wav,188,RU_PU_NI,RU,PU,NI
SEQ_06.wav,189,SI_LU_MO,SI,LU,MO
SEQ_06.wav,190,LU-SI-NA,LU,SI,NA
SEQ_06.wav,191,SI_LU_MO,SI,LU,MO
SEQ_06.wav,192,RI_GI_MI,RI,GI,MI
