Filename,WordNum,WordID,Syllable_01,Syllable_02,Syllable_03
SEQ_08.wav,1,TA_FU_KO,TA,FU,KO
SEQ_08.wav,2,RI_GI_MI,RI,GI,MI
SEQ_08.wav,3,FI_TI_SU,FI,TI,SU
SEQ_08.wav,4,RU_PU_NI,RU,PU,NI
SEQ_08.wav,5,SI_LU_MO,SI,LU,MO
SEQ_08.wav,6,TA_FU_KO,TA,FU,KO
SEQ_08.wav,7,SI_LU_MO,SI,LU,MO
SEQ_08.wav,8,TA_FU_KO,TA,FU,KO
SEQ_08.wav,9,RU_PU_NI,RU,PU,NI
SEQ_08.wav,10,MO_NA_LU,MO,NA,LU
SEQ_08.wav,11,SI_LU_MO,SI,LU,MO
SEQ_08.wav,12,FI_TI_SU,FI,TI,SU
SEQ_08.wav,13,LU-SI-NA,LU,SI,NA
SEQ_08.wav,14,NA_MO_SI,NA,MO,SI
SEQ_08.wav,15,MO_NA_LU,MO,NA,LU
SEQ_08.wav,16,RU_PU_NI,RU,PU,NI
SEQ_08.wav,17,MO_NA_LU,MO,NA,LU
SEQ_08.wav,18,FI_TI_SU,FI,TI,SU
SEQ_08.wav,19,RI_GI_MI,RI,GI,MI
SEQ_08.wav,20,NA_MO_SI,NA,MO,SI
SEQ_08.wav,21,RU_PU_NI,RU,PU,NI
SEQ_08.wav,22,RI_GI_MI,RI,GI,MI
SEQ_08.wav,23,FI_TI_SU,FI,TI,SU
SEQ_08.wav,24,SI_LU_MO,SI,LU,MO
SEQ_08.wav,25,RI_GI_MI,RI,GI,MI
SEQ_08.wav,26,FI_TI_SU,FI,TI,SU
SEQ_08.wav,27,TA_FU_KO,TA,FU,KO
SEQ_08.wav,28,SI_LU_MO,SI,LU,MO
SEQ_08.wav,29,MO_NA_LU,MO,NA,LU
SEQ_08.wav,30,TA_FU_KO,TA,FU,KO
SEQ_08.wav,31,RU_PU_NI,RU,PU,NI
SEQ_08.wav,32,LU-SI-NA,LU,SI,NA
SEQ_08.wav,33,TA_FU_KO,TA,FU,KO
SEQ_08.wav,34,SI_LU_MO,SI,LU,MO
SEQ_08.wav,35,RU_PU_NI,RU,PU,NI
SEQ_08.wav,36,NA_MO_SI,NA,MO,SI
SEQ_08.wav,37,LU-SI-NA,LU,SI,NA
SEQ_08.wav,38,RI_GI_MI,RI,GI,MI
SEQ_08.wav,39,TA_FU_KO,TA,FU,KO
SEQ_08.wav,40,SI_LU_MO,SI,LU,MO
SEQ_08.wav,41,FI_TI_SU,FI,TI,SU
SEQ_08.wav,42,MO_NA_LU,MO,NA,LU
SEQ_08.wav,43,FI_TI_SU,FI,TI,SU
SEQ_08.wav,44,MO_NA_LU,MO,NA,LU
SEQ_08.wav,45,SI_LU_MO,SI,LU,MO
SEQ_08.wav,46,TA_FU_KO,TA,FU,KO
SEQ_08.wav,47,MO_NA_LU,MO,NA,LU
SEQ_08.wav,48,NA_MO_SI,NA,MO,SI
SEQ_08.wav,49,RI_GI_MI,RI,GI,MI
SEQ_08.wav,50,LU-SI-NA,LU,SI,NA
SEQ_08.wav,51,NA_MO_SI,NA,MO,SI
SEQ_08.wav,52,FI_TI_SU,FI,TI,SU
SEQ_08.wav,53,TA_FU_KO,TA,FU,KO
SEQ_08.wav,54,MO_NA_LU,MO,NA,LU
SEQ_08.wav,55,RI_GI_MI,RI,GI,MI
SEQ_08.wav,56,RU_PU_NI,RU,PU,NI
SEQ_08.wav,57,SI_LU_MO,SI,LU,MO
SEQ_08.wav,58,RI_GI_MI,RI,GI,MI
SEQ_08.wav,59,NA_MO_SI,NA,MO,SI
SEQ_08.wav,60,LU-SI-NA,LU,SI,NA
SEQ_08.wav,61,NA_MO_SI,NA,MO,SI
SEQ_08.wav,62,TA_FU_KO,TA,FU,KO
SEQ_08.wav,63,NA_MO_SI,NA,MO,SI
SEQ_08.wav,64,SI_LU_MO,SI,LU,MO
SEQ_08.wav,65,MO_NA_LU,MO,NA,LU
SEQ_08.wav,66,TA_FU_KO,TA,FU,KO
SEQ_08.wav,67,LU-SI-NA,LU,SI,NA
SEQ_08.wav,68,TA_FU_KO,TA,FU,KO
SEQ_08.wav,69,FI_TI_SU,FI,TI,SU
SEQ_08.wav,70,RI_GI_MI,RI,GI,MI
SEQ_08.wav,71,TA_FU_KO,TA,FU,KO
SEQ_08.wav,72,LU-SI-NA,LU,SI,NA
SEQ_08.wav,73,RU_PU_NI,RU,PU,NI
SEQ_08.wav,74,FI_TI_SU,FI,TI,SU
SEQ_08.wav,75,SI_LU_MO,SI,LU,MO
SEQ_08.wav,76,FI_TI_SU,FI,TI,SU
SEQ_08.wav,77,MO_NA_LU,MO,NA,LU
SEQ_08.wav,78,RU_PU_NI,RU,PU,NI
SEQ_08.wav,79,SI_LU_MO,SI,LU,MO
SEQ_08.wav,80,RI_GI_MI,RI,GI,MI
SEQ_08.wav,81,FI_TI_SU,FI,TI,SU
SEQ_08.wav,82,MO_NA_LU,MO,NA,LU
SEQ_08.wav,83,TA_FU_KO,TA,FU,KO
SEQ_08.wav,84,LU-SI-NA,LU,SI,NA
SEQ_08.wav,85,RI_GI_MI,RI,GI,MI
SEQ_08.wav,86,TA_FU_KO,TA,FU,KO
SEQ_08.wav,87,FI_TI_SU,FI,TI,SU
SEQ_08.wav,88,RI_GI_MI,RI,GI,MI
SEQ_08.wav,89,SI_LU_MO,SI,LU,MO
SEQ_08.wav,90,FI_TI_SU,FI,TI,SU
SEQ_08.wav,91,RU_PU_NI,RU,PU,NI
SEQ_08.wav,92,SI_LU_MO,SI,LU,MO
SEQ_08.wav,93,NA_MO_SI,NA,MO,SI
SEQ_08.wav,94,SI_LU_MO,SI,LU,MO
SEQ_08.wav,95,FI_TI_SU,FI,TI,SU
SEQ_08.wav,96,LU-SI-NA,LU,SI,NA
SEQ_08.wav,97,RI_GI_MI,RI,GI,MI
SEQ_08.wav,98,MO_NA_LU,MO,NA,LU
SEQ_08.wav,99,NA_MO_SI,NA,MO,SI
SEQ_08.wav,100,RI_GI_MI,RI,GI,MI
SEQ_08.wav,101,LU-SI-NA,LU,SI,NA
SEQ_08.wav,102,RU_PU_NI,RU,PU,NI
SEQ_08.wav,103,TA_FU_KO,TA,FU,KO
SEQ_08.wav,104,RI_GI_MI,RI,GI,MI
SEQ_08.wav,105,TA_FU_KO,TA,FU,KO
SEQ_08.wav,106,SI_LU_MO,SI,LU,MO
SEQ_08.wav,107,TA_FU_KO,TA,FU,KO
SEQ_08.wav,108,NA_MO_SI,NA,MO,SI
SEQ_08.wav,109,FI_TI_SU,FI,TI,SU
SEQ_08.wav,110,SI_LU_MO,SI,LU,MO
SEQ_08.wav,111,FI_TI_SU,FI,TI,SU
SEQ_08.wav,112,MO_NA_LU,MO,NA,LU
SEQ_08.wav,113,NA_MO_SI,NA,MO,SI
SEQ_08.wav,114,RI_GI_MI,RI,GI,MI
SEQ_08.wav,115,RU_PU_NI,RU,PU,NI
SEQ_08.wav,116,SI_LU_MO,SI,LU,MO
SEQ_08.wav,117,NA_MO_SI,NA,MO,SI
SEQ_08.wav,118,LU-SI-NA,LU,SI,NA
SEQ_08.wav,119,RU_PU_NI,RU,PU,NI
SEQ_08.wav,120,MO_NA_LU,MO,NA,LU
SEQ_08.wav,121,FI_TI_SU,FI,TI,SU
SEQ_08.wav,122,MO_NA_LU,MO,NA,LU
SEQ_08.wav,123,RI_GI_MI,RI,GI,MI
SEQ_08.wav,124,NA_MO_SI,NA,MO,SI
SEQ_08.wav,125,FI_TI_SU,FI,TI,SU
SEQ_08.wav,126,RI_GI_MI,RI,GI,MI
SEQ_08.wav,127,RU_PU_NI,RU,PU,NI
SEQ_08.wav,128,LU-SI-NA,LU,SI,NA
SEQ_08.wav,129,RU_PU_NI,RU,PU,NI
SEQ_08.wav,130,SI_LU_MO,SI,LU,MO
SEQ_08.wav,131,RI_GI_MI,RI,GI,MI
SEQ_08.wav,132,SI_LU_MO,SI,LU,MO
SEQ_08.wav,133,RI_GI_MI,RI,GI,MI
SEQ_08.wav,134,RU_PU_NI,RU,PU,NI
SEQ_08.wav,135,RI_GI_MI,RI,GI,MI
SEQ_08.wav,136,MO_NA_LU,MO,NA,LU
SEQ_08.wav,137,NA_MO_SI,NA,MO,SI
SEQ_08.wav,138,LU-SI-NA,LU,SI,NA
SEQ_08.wav,139,TA_FU_KO,TA,FU,KO
SEQ_08.wav,140,RU_PU_NI,RU,PU,NI
SEQ_08.wav,141,MO_NA_LU,MO,NA,LU
SEQ_08.wav,142,RU_PU_NI,RU,PU,NI
SEQ_08.wav,143,TA_FU_KO,TA,FU,KO
SEQ_08.wav,144,LU-SI-NA,LU,SI,NA
SEQ_08.wav,145,MO_NA_LU,MO,NA,LU
SEQ_08.wav,146,RI_GI_MI,RI,GI,MI
SEQ_08.wav,147,NA_MO_SI,NA,MO,SI
SEQ_08.wav,148,LU-SI-NA,LU,SI,NA
SEQ_08.wav,149,RI_GI_MI,RI,GI,MI
SEQ_08.wav,150,LU-SI-NA,LU,SI,NA
SEQ_08.wav,151,NA_MO_SI,NA,MO,SI
SEQ_08.wav,152,LU-SI-NA,LU,SI,NA
SEQ_08.wav,153,FI_TI_SU,FI,TI,SU
SEQ_08.wav,154,LU-SI-NA,LU,SI,NA
SEQ_08.wav,155,SI_LU_MO,SI,LU,MO
SEQ_08.wav,156,LU-SI-NA,LU,SI,NA
SEQ_08.wav,157,MO_NA_LU,MO,NA,LU
SEQ_08.wav,158,TA_FU_KO,TA,FU,KO
SEQ_08.wav,159,SI_LU_MO,SI,LU,MO
SEQ_08.wav,160,NA_MO_SI,NA,MO,SI
SEQ_08.wav,161,FI_TI_SU,FI,TI,SU
SEQ_08.wav,162,RU_PU_NI,RU,PU,NI
SEQ_08.wav,163,NA_MO_SI,NA,MO,SI
SEQ_08.wav,164,MO_NA_LU,MO,NA,LU
SEQ_08.wav,165,FI_TI_SU,FI,TI,SU
SEQ_08.wav,166,NA_MO_SI,NA,MO,SI
SEQ_08.wav,167,MO_NA_LU,MO,NA,LU
SEQ_08.wav,168,NA_MO_SI,NA,MO,SI
