Filename,WordNum,WordID,Syllable_01,Syllable_02,Syllable_03
SEQ_05.wav,1,LU-SI-NA,LU,SI,NA
SEQ_05.wav,2,MO_NA_LU,MO,NA,LU
SEQ_05.wav,3,FI_TI_SU,FI,TI,SU
SEQ_05.wav,4,SI_LU_MO,SI,LU,MO
SEQ_05.wav,5,RU_PU_NI,RU,PU,NI
SEQ_05.wav,6,NA_MO_SI,NA,MO,SI
SEQ_05.wav,7,SI_LU_MO,SI,LU,MO
SEQ_05.wav,8,FI_TI_SU,FI,TI,SU
SEQ_05.wav,9,RU_PU_NI,RU,PU,NI
SEQ_05.wav,10,LU-SI-NA,LU,SI,NA
SEQ_05.wav,11,SI_LU_MO,SI,LU,MO
SEQ_05.wav,12,MO_NA_LU,MO,NA,LU
SEQ_05.wav,13,LU-SI-NA,LU,SI,NA
SEQ_05.wav,14,RI_GI_MI,RI,GI,MI
SEQ_05.wav,15,TA_FU_KO,TA,FU,KO
SEQ_05.wav,16,LU-SI-NA,LU,SI,NA
SEQ_05.wav,17,NA_MO_SI,NA,MO,SI
SEQ_05.wav,18,MO_NA_LU,MO,NA,LU
SEQ_05.wav,19,RU_PU_NI,RU,PU,NI
SEQ_05.wav,20,TA_FU_KO,TA,FU,KO
SEQ_05.wav,21,RU_PU_NI,RU,PU,NI
SEQ_05.wav,22,LU-SI-NA,LU,SI,NA
SEQ_05.wav,23,FI_TI_SU,FI,TI,SU
SEQ_05.wav,24,RU_PU_NI,RU,PU,NI
SEQ_05.wav,25,TA_FU_KO,TA,FU,KO
SEQ_05.wav,26,LU-SI-NA,LU,SI,NA
SEQ_05.wav,27,TA_FU_KO,TA,FU,KO
SEQ_05.wav,28,NA_MO_SI,NA,MO,SI
SEQ_05.wav,29,FI_TI_SU,FI,TI,SU
SEQ_05.wav,30,RI_GI_MI,RI,GI,MI
SEQ_05.wav,31,FI_TI_SU,FI,TI,SU
SEQ_05.wav,32,RU_PU_NI,RU,PU,NI
SEQ_05.wav,33,TA_FU_KO,TA,FU,KO
SEQ_05.wav,34,RU_PU_NI,RU,PU,NI
SEQ_05.wav,35,NA_MO_SI,NA,MO,SI
SEQ_05.wav,36,SI_LU_MO,SI,LU,MO
SEQ_05.wav,37,FI_TI_SU,FI,TI,SU
SEQ_05.wav,38,LU-SI-NA,LU,SI,NA
SEQ_05.wav,39,NA_MO_SI,NA,MO,SI
SEQ_05.wav,40,TA_FU_KO,TA,FU,KO
SEQ_05.wav,41,RU_PU_NI,RU,PU,NI
SEQ_05.wav,42,LU-SI-NA,LU,SI,NA
SEQ_05.wav,43,TA_FU_KO,TA,FU,KO
SEQ_05.wav,44,LU-SI-NA,LU,SI,NA
SEQ_05.wav,45,NA_MO_SI,NA,MO,SI
SEQ_05.wav,46,SI_LU_MO,SI,LU,MO
SEQ_05.wav,47,MO_NA_LU,MO,NA,LU
SEQ_05.wav,48,RU_PU_NI,RU,PU,NI
SEQ_05.wav,49,RI_GI_MI,RI,GI,MI
SEQ_05.wav,50,SI_LU_MO,SI,LU,MO
SEQ_05.wav,51,TA_FU_KO,TA,FU,KO
SEQ_05.wav,52,FI_TI_SU,FI,TI,SU
SEQ_05.wav,53,MO_NA_LU,MO,NA,LU
SEQ_05.wav,54,TA_FU_KO,TA,FU,KO
SEQ_05.wav,55,NA_MO_SI,NA,MO,SI
SEQ_05.wav,56,SI_LU_MO,SI,LU,MO
SEQ_05.wav,57,RU_PU_NI,RU,PU,NI
SEQ_05.wav,58,RI_GI_MI,RI,GI,MI
SEQ_05.wav,59,TA_FU_KO,TA,FU,KO
SEQ_05.wav,60,LU-SI-NA,LU,SI,NA
SEQ_05.wav,61,TA_FU_KO,TA,FU,KO
SEQ_05.wav,62,MO_NA_LU,MO,NA,LU
SEQ_05.wav,63,TA_FU_KO,TA,FU,KO
SEQ_05.wav,64,RU_PU_NI,RU,PU,NI
SEQ_05.wav,65,FI_TI_SU,FI,TI,SU
SEQ_05.wav,66,RI_GI_MI,RI,GI,MI
SEQ_05.wav,67,TA_FU_KO,TA,FU,KO
